root_tweet_id,conversation,pseudo_intent
851630,"CUSTOMER: Hi @AmazonHelp. I placed an order for a item I should have received three days ago and the seller is not responding. I want to cancel pls.

AMAZON: @322301 I'm sorry for the delay. In this case, I recommend filing an A-to-z Guarantee Claim here: https://t.co/80iFSfWbyI ^TK

CUSTOMER: @AmazonHelp i tried that but it won't let me choose the option that my products haven't arrived. Can you help cancel the order or get me a refund pls?

AMAZON: @322301 We're unable to access your account over Twitter, but we can help. Please reach out to us here: https://t.co/JzP7hlA23B ^DG",Return / Refund
522634,"CUSTOMER: @AmazonHelp Ne faite plus affaire avec intelcom courrier.Ils ont faite une livraison mais a la mauvaise porte.. Je me suis faite rembourser par amazon mais cest la pire compagnie de messagerie qui ma ete donner de voir...

AMAZON: @240720 Bonsoir je vous remercie pour votre commentaire. Heureux que votre problème soit résolu. ^MH",Delivery Issue
2760905,"CUSTOMER: @115850 , can you tell me the difference in Amazon play store app and the underground app? Want to uninstall one. Two notifications all time makes it difficult to keep both. Thanks

AMAZON: @170977 Underground app has additional features with https://t.co/nUUp5MLhYl which are currently unavailable with Amazon.in. If you are accessing this app with settings of India as the country, it will be similar to your regular Amazon.in shopping application. ^SF

CUSTOMER: @AmazonHelp Thanks. Will uninstall one. Appreciate it.

AMAZON: @170977 You are welcome. Have a good day :D",Product / Device Support
2288184,"CUSTOMER: @115821 please advise your delivery drivers that putting deliveries in folks waste bins is not appropriate.

AMAZON: @664774 I'm sorry to hear your parcel was delivered to the wrong place. Please reach out to us here: https://t.co/qy3J24VGxb, so we can escalate your feedback and look into this further. ^JN",Delivery Issue
2431094,"CUSTOMER: @115825 Kann es sein, dass bei King of Queens die Synchronisation oder Tonspur dem Bild hinterher ist? Hab leider schon sehr viele Folgen deshalb übersprungen.

AMAZON: @697857 Ich gebe das gerne weiter. Hast du noch ein paar Details für mich, zum Beispiel welche Staffel/Episode? ^BL

CUSTOMER: @AmazonHelp Zum Beispiel in Staffel 1, Episode 15 (Min. 12:48 - hatte ich gerade wieder hergeschoben 😉), 16 oder Episode 19.

CUSTOMER: @AmazonHelp Und Episode 14 ""Auf den Hund gekommen"" handelt von den neuen Nachbarn, die einen Hund haben, der ständig bellt.

AMAZON: @697857 Danke für deine Mühe! Ich gebe es weiter :) ^BL

AMAZON: @697857 Dank dir :) ^NW",Digital Content
254004,"CUSTOMER: La bellezza di tornare a casa da una giornataccia e trovare ad aspettarti un pacco #Amazon arrivato in anticipo di due giorni 😍

AMAZON: @176377 sapevamo della tua giornata NO e volevamo regalarti un sorriso! 😊 ^MZ

CUSTOMER: @AmazonHelp E siete stati talmente efficienti che la cosa che ho comprato era pure al 70% di sconto sul prezzo di cartellino. Vi adoro. ❤

AMAZON: @176377 E sei ricambiata! 💞 ^EA",Other / Unclear
1713835,"CUSTOMER: そういえばプライム会員だった事を思い出したので歴代M-1みてる

AMAZON: @519017 こんにちは、Amazonです😊 
プライム・ビデオ以外の特典もぜひご活用ください✨ https://t.co/AbfeovjCgG YM https://t.co/NWDJgDMAbO",Digital Content
527113,"CUSTOMER: Amazon pay must be the only prepaid instrument which needs good 4-5 hours to get topped up.  @115850

AMAZON: @242000 This is unusual! Topping up Amazon Pay should not be taking this long. May we ask for the trouble if you had faced any while topping up? ^KK

CUSTOMER: @AmazonHelp Not the first time.

AMAZON: @242000 Did you report this to our support team here: https://t.co/vlvfJrlYEH ? ^AU",Payment / Billing
2625962,"CUSTOMER: Nothing says handled with care quite like your @115821 delivery showing up upside down on your doorstep 🙃 https://t.co/H8WC2STGBu

AMAZON: @741746 Oh no! Are your items okay? We can be reached for carrier feedback at any time, here: https://t.co/hApLpMlfHN ^DW",Delivery Issue
659421,"CUSTOMER: 先日Amazonでヘッドホンを注文して到着を待っているのだが、一昨日には既に来ているはずなのに3日も営業所戻りとはどういう事なのかね。

佐川なにやってんの？ https://t.co/sKCm24sOw3

AMAZON: @277021 ご心配をおかけしております。
配送業者にご連絡をいただいても問題が解決しない場合は、以下のリンクよりカスタマーサービスまでお問い合わせください。
https://t.co/J6YEizo6qC　MH",Delivery Issue
2471000,"CUSTOMER: @115821 me conoce demasiado 🙊 https://t.co/bTdoZWMX3G

AMAZON: @706751 ¡Es un look mágico que no puede faltar, Enid! ¿Cuál de los tres te gusta más? 🦄💜🦄❤ ^DA",Other / Unclear
1800826,"CUSTOMER: Was so excited for my @117874 keychain and now it’s delayed. WHY @115821 :-/ https://t.co/R8Q6jJKCIr

AMAZON: @541095 I'm terribly sorry for the delay! Typically, late packages will arrive the following business day. Keep us posted. ^JA",Delivery Issue
1716172,"CUSTOMER: @115821 I love you guys, but can you maybe not deliver at a time where one may think someone is trying to break in? https://t.co/jDgjoY3W00

AMAZON: @519717 We'd like to escalate this issue to our transportation department! Please provide your info here: https://t.co/tbYmvlZDjX^BV",Delivery Issue
2300276,"CUSTOMER: @AmazonHelp already submitted feedback as you send link on twitter. but still not any response.

AMAZON: @659445 If you've shared your details, you should've received a correspondence from us. Kindly check here: https://t.co/8DAc10S7ww . Also, you may reply to the email for further help. Appreciate your understanding.^AK

CUSTOMER: be aware of our friends of these two big names. very bad experience at @115821 and @218245

AMAZON: @659445 That's quite a comment. Could you kindly elaborate on the issue for us to assist you better? ^PB",Other / Unclear
495876,"CUSTOMER: ya mañana sabré si mi paquete que pedí de @115821 esta a salvo y completo en la casa de la tia @22757 :D

AMAZON: @233276 Esperamos que todo salga bien con tu paquete, Alonso. 😊 Mantennos al tanto de cualquier novedad . ^ES",Other / Unclear
2864751,"CUSTOMER: Hi @115821 I paid for next day shipping. Item was set to be delivered Saturday. Monday night and STILL don’t have it. App says “couldn’t gain access to building” but I’ve gotten things delivered at night from y’all before. What’s the issue here?

AMAZON: @236819 I'm so sorry for the delay, Sarah! Have you received an updated delivery date on you order? ^AR

CUSTOMER: @AmazonHelp It now says “delivery by 9pm tonight” however, it still says they can’t access my building and need a code. I don’t have an access code to give out. I don’t understand because last time I got a package at 9 pm they did not need a code.

AMAZON: @236819 We'd like to look into this. Please pass your details to us here: https://t.co/oihDQAkYkF  ^RR",Delivery Issue
133666,"CUSTOMER: @AmazonHelp Expecting responsibile behavior. The time been asked for investigation has already been ended. I want immediate resolution now.

AMAZON: @146133 Sorry about the delay, Deepak. You must have received a correspondence to your registered email address, request you to check the same. You can also find all the emails sent by us here: https://t.co/5DJ1e0hTXH ^AR

CUSTOMER: @AmazonHelp I have received no mail in this regard. I want resolution. I am waiting since hell no of days. I am highly irritated.

AMAZON: @146133 In case, you aren't able to locate the email from our team, request you to resubmit the details in the link shared earlier by ^SF and we'll get back to you. ^KA

CUSTOMER: @AmazonHelp Details have already been shared with you. It is only me who is suffering. I want genuine behavior. 
Show responsibility. :/

AMAZON: @146133 Our team will respond to the emails within 6-12 hours. A correspondence from our team has been already sent to you here: https://t.co/8DAc10S7ww kindly check and reply so that we can assist you accordingly. ^MN

CUSTOMER: @AmazonHelp @115851 @7092 It been hell number of hours waiting. I have been cheated. I paid approx 6k, shared all evidences,waited more than prescribed time as instructed and still this happening to me.

AMAZON: @146133 I understand waiting could be tiresome. Kindly respond to the correspondence sent by our team with your insight for further assistance. ^GD

CUSTOMER: @AmazonHelp ORDER # 404-7538331-2329962
i had ordered a 2Tb hard disk and this is what I have got.
I want immediate resolution of this.
Highly frustrated, trust been broken by amazon https://t.co/Em7f97mSUI

AMAZON: @146133 I'm terribly sorry about your order. Please fill this form: https://t.co/beaaDm0muc &amp; we'll sort this for you right away. Also, please don't provide your order details, we consider it to be personal info. Our page is visible to the public. ^SF

CUSTOMER: @AmazonHelp issue is still unresolved. expecting responsible behavior.

AMAZON: @146133 Thank you for sharing the details, Deepak. We're working on it and we'll get back to you with an appropriate resolution. ^SY

CUSTOMER: @AmazonHelp @115851 @7092 @115851 @7092 I am constantly been made stupid. I have not received even a single mail till now. IS THIS THE REAL FACE OF AMAZON?

AMAZON: @146133 Our team has responded to over email as a resolution. You may check here: https://t.co/B4ewdi58Ze
Reply to the email for further assistance on it. ^RW",Damaged / Wrong / Missing Item
1358099,"CUSTOMER: @AmazonHelp will prime delivery be available for Xbox One X? Receiving it a day later than actual release is very unsettling

AMAZON: @251175 Hello, Daniel. Please check the site periodically to see if Prime delivery will be available at a later date. ^KL",Order Management
1310102,"CUSTOMER: Früher hätte man bei @AmazonHelp alles mögliche getan, damit der Kunde glücklich aus dem Gespräch geht.
Heute juckt es keinen mehr. #Amazon

AMAZON: @272341 Was ist denn passiert? Können wir dir irgendwie helfen? ^KM

CUSTOMER: @AmazonHelp Laut dem Mitarbeiter von euch, könnt ihr das nicht.

AMAZON: @272341 Wir können zwar viel und versuchen auch einiges, damit der Kunde glücklich wird, aber leider können wir (noch) nicht alles. :-( ^KM

CUSTOMER: @AmazonHelp Mein #Gutschein wurde mir nicht zurück gebucht. Artikel hatte falsche Größe &amp; nun ist mein Gutschein weg.

Für mich ist das nichts unmöglic…

AMAZON: @272341 Geht es hier um ein Geschenkgutscheinguthaben oder um einen Aktionsgutschein? Diese Info https://t.co/TqWijjZJUs sollte helfen. ^DW

CUSTOMER: @AmazonHelp Aktionsgutschein.

„Der Aktionsgutschein wird automatisch bei Ihrer nächsten Bestellung eingelöst, für die der Gutschein anwendbar ist.“

AMAZON: @272341 In dem Fall müsstest du dich bitte bei uns melden, damit wir das prüfen können: https://t.co/heswafnob8 ^TG

CUSTOMER: @AmazonHelp Das habe ich genau auf diesem Weg schon getan!

AMAZON: @272341 Melde dich diesbezüglich am besten mal direkt bei uns, vom Amazon.de Social Media Team, über: https://t.co/cUDnC8mjd7 Gruß ^TR

CUSTOMER: @AmazonHelp Ok, werde ich gleich tun!

AMAZON: @272341 Sobald uns deine Anfrage erreicht hat, sehen wir uns deinen Fall an und melden uns im Laufe des Tages. Viele Grüße ^TR

CUSTOMER: Ich nehme alles zurück und bedanke mich beim Social Media Team von @AmazonHelp 👍❤️

(Ich Zukunft weiß ich, wohin meine Anfragen hin müssen🤓) https://t.co/Cu1Gz2QhrO

AMAZON: @272341 Dankeschön für dein liebes Lob! &lt;3 Wir freuen uns, dass zu zufrieden bist. :) ^SK",Promotion / Gift Card / Credit
